video_id,instance_id,query
EySl6bC6E4E,2,Guy in black suit sitting in the right corner
EymTVMtZSZc,0,basketball flying into the basket
EymTVMtZSZc,1,a player is jumping and throwing a ball
EymTVMtZSZc,2,basketball in the net on the bottom right
EymTVMtZSZc,3,basketball on the right flying into the net
EzO-Qo_CeoA,0,dog crawling on the grass
EzXkvol_K2g,0,basketball flying in the sky
EzXkvol_K2g,1,the person with a white bandana is jumping
EzXkvol_K2g,2,a basketball player with purple shirt is defending against another player with white shirt
EzXkvol_K2g,3,man in white shirt shooting a basketball on the left
Ezx5qeo3tVw,0,the cat is running
F12D4zPcUEA,0,the kitten is being carried by its mother
F12D4zPcUEA,1,a white black cat is walking on the sand near the ocean 
F1v5SYPpQso,0,a cat is jumping
F1v5SYPpQso,1,man in pink shirt sitting on the left
F2SxH5sxVgY,0,cat rolling
F5wcCnrUbvs,0,the big dog is following the little dog
F5wcCnrUbvs,1,Black small dog is running from another dog
F64KSGjjKww,0,the cat is chasing a ball
F64KSGjjKww,1,a girl sitting in a bed and throwing a ball
F6IV_d503io,0,Ball is falling down to the floor
F6p8RoNxs84,0,a top naked man on left side is running
F6p8RoNxs84,1,the person with the blue shoes is sprinting
F6p8RoNxs84,2,Guy in white shirt sprinting
F6yfdakS54A,0,a cat is eating
F8DQGZZzd2Y,0,a bird is doing a somersault
F8uzgc6HpXw,0,Guy in blue shirt climbing the rock 
FAJkQ3KTGQg,0,a soldier is crawling
FAzYNSJjrYs,0,car jumping up and down
FAzYNSJjrYs,1,a man is standing behind a car
FBim3QeeQZE,0,man in red top kicking the football
FBim3QeeQZE,1,football running in front of a man
FE7FjbMaazI,0,dog with black ear and mouth eating corn
FEDOdid8_W0,0,bird climbing the shutters on right 
FEDOdid8_W0,1,bird on the left is climbing jalousie
FGD0lmAkJGg,0,Boy in green shirt passing the ball several times
FGD0lmAkJGg,1,football rolling in the back
FGD0lmAkJGg,2,a boy in green cover is playing with a ball in the back
FGD0lmAkJGg,3,Boy in the blue shirt passing a ball on the left
FGD0lmAkJGg,4,boy on the right kicking football
FGD0lmAkJGg,5,ball is rolling on the grass in front of the camera
FGD0lmAkJGg,6,a boy in blue is playing with a ball in front of the camera
FJpblAanou4,0,Black small cat is eating an egg
FJrtoyQz8pQ,0,Cat is chasing a laser mark
FKMbe-lj5W4,0,naked baby crawling on the bed
FNbWXI3GiYU,0,baby crawling
FPCGZIGAXzE,0,a cat is eating food
FSH0Gm7czPU,0,brown dog running across the road
FTcjzaqL0pE,0,the racoon is eating
FTcjzaqL0pE,1,black and white cat walking around
FTcjzaqL0pE,2,white cat standing on left
FUDQJNIU2JY,0,man crawling on the floor
FXhTdb0W2-k,0,a woman with blue shirt is training for pilates
FXhTdb0W2-k,1,huge blue ball is jumping 
FY0CEt_2V5A,0,the baby is laying on a blanket
FZk40J_drws,0,man running on the sidewalk
F_RRhVJG6vQ,0,the dog is running
FbL_pspVU40,0,a guy in the foreground is hiking in a mountain
FbL_pspVU40,1,man standing by the river
FbVBQ6EstIc,0,blue ball jumping up and down
FbVBQ6EstIc,1,player juggling a football
FbbaAhQQhDU,0,baby crawling on the floor
Fbqh4YJan_k,0,Small black water is drinking a water from the dish
FcBu6kj1htU,0,Car jumping
FcDi57QKEW4,0,brown dog is jumping on the grass
FcDi57QKEW4,1,brown puppy is sitting on the right
FcHXTFfOdc0,0,cat eating
FddoRFa6nYY,0,a gray and orange bird is sitting in a branch
FddoRFa6nYY,1,a bird on the left is jumping to another branch
FhK1PJ3OiUg,0,White van is running ahead of the road
Fi4nS2k_svU,0,the white big ball is rolling down a hill
FicoGjryzvA,0,a bird is flying in the air
Fiyr91l0wao,0,the car is flying through the air
Fiyr91l0wao,1,black car parking by the road
Fiyr91l0wao,2,the car is parked in the background
Fiyr91l0wao,3,a white car is flying on the air
FlnEDpfblyU,0,the baby on the left is sitting on the stairs
FlnEDpfblyU,1,the baby in blue is crawling up the stairs
FmaPgB5rXAg,0,a bird on the left is walking on the sand
FmaPgB5rXAg,1,the sandpiper is looking for food
FmnSdasKFVQ,0,black cat running on the grass
FmnSdasKFVQ,1,someone is walking besides a cat on grass
Fmv-SIgOTJ8,0,a white and yellow cat is walking in the house
FpcFwKsXx5w,0,the white bird is climbing stairs
FsxzvATQO7s,0,a white car is stopping on the left
FsxzvATQO7s,1,the black car is crashing
FtqgsJwG5cE,0,man throwing a bowling ball
FtqgsJwG5cE,1,the bowling ball is thrown
FwuSrhzCuNM,0,cat is climbing the ladder
FxP-V_DQcrA,0,a bird is eating food
Fxfq-aXioAc,0,cat jumping off the bed
FxzH_SYgqDk,0,a white bird is jumping up and down
FxzH_SYgqDk,1,a white bird on the right is sitting
Fy6nsFBkOf0,0,baby crawling on the floor
FyeNU96W_6I,0,a dog is rolling on the ground
FyzYW5967Dg,0,a baby is rolling on the bed 
Fz_uc5JiZbQ,0,Blue cabriolet riding on the road
Fz_uc5JiZbQ,1,the car is pulling up to an intersection
G0YSBuw3i0g,0,Big guy is eating a tacos
G2zk_hiMoVk,0,man jumping in the air
G3zjFccIUUU,0,the toddler is trying to walk
G3zjFccIUUU,1,the woman is interacting with a child
G4nfv2WF5M0,0,a woman is playing with her white dog
G4nfv2WF5M0,1,a white dog is rolling on the floor
G4sjYvhSBE0,0,cat climbing the ladder
G5I0T9NYu54,0,the dog is playing on a trampoline
G5Nb3elemJE,0,Huge colorful air ball jumping in the streets
G6bky8UEug8,0,man in black rolling on the floor 
G8ll4sjdYmg,0,the racecar is driving on a race track
GBqoZYfz4os,0,Cat licking pancakes
GCb9-PKs8Gc,0,bird flying
GCgmK_J6jLg,0,Blue bird is eating seeds from the ground
GEDVSSjamm0,0,black bird jumping in the bush
GEP-KgJkYnw,0,Gray goose flying over the water in the middle
GEP-KgJkYnw,1,bird flying highest over the water
GEP-KgJkYnw,2,a bird is flying on the left
GEP-KgJkYnw,3,right most bird flying above the water
GEc2wQLYQVk,0,a red ball is moving in a bowling floor
GEc2wQLYQVk,1,the feet of a man is walking
GFGSucJ2w3U,0,owl flying over the meadow 
GHpTePiVIc0,0,bird jumping on the trunk of a tree
GIPGVq61lTk,0,dog running on the floor
GJXC8Mo_ASQ,0,the dog is walking
GJXC8Mo_ASQ,1,woman standing on the right
GJoCmtiBGRI,0,White black cat climbing over fence
GJxqkwTb5LA,0,bird on the left standing
GJxqkwTb5LA,1,bird in the center eating a fish
GJxqkwTb5LA,2,Albatross is walking near the water
GNlQiBz3fgs,0,man in gray shirt eating
GOhC4METbBo,0,the man is crawling down some stairs
GPyvGjuykSM,0,a car is rolling
GQI68kb9e7U,0,a dog is standing on the back
GQI68kb9e7U,1,cat running in the room
GQYbAvuszzQ,0,woman in black jumping up and down
GQYbAvuszzQ,1,white car parking in the back
GQYbAvuszzQ,2,gray car standing in the back
GRiFTTBx17w,0, cat is climbing up a slide
GRiFTTBx17w,1,Woman in pink is standing near the slide
GRmtHzIiU6g,0,red parrot rolling
GSvvp4mO7Qs,0,woman jumping over the bar
GSvvp4mO7Qs,1,Bald guy in gray standing near the pillars
GTX7TJJyvFM,0,cat running on the floor
GVD0Qd9fLxI,0,wavy parrot is climbing a rope
GWwDOtxf8Go,0,a dog is eating a carrot
GX7fs2v19ZY,0,a silver car is parked
GX7fs2v19ZY,1,a red truck racing on dirt road
GY3K853ygdA,0,White dog is running towards the camera
GYdxk_Ob3y8,0,Small boy trying to walk with the help of his mother
GYdxk_Ob3y8,1,Woman is supporting a baby
GZBen0C4JOU,0,Man is crawling slowly outside of the house
GZBen0C4JOU,1, dog is sitting on the right
GZPlz56w55k,0,baby walking to the toy ball
GZPlz56w55k,1,green ball rolling in the hand of the woman
G_CZQVK3Pwk,0,cat rolling on the floor
G_d2QMCW0zg,0,the car is rolling over
G_d2QMCW0zg,1,man in a white hat standing by the road
G_d2QMCW0zg,2,Guy in white suit standing on the right from another guy in white suit
G_d2QMCW0zg,3,Man in white clothes on the right standing
GaGvZd1laeI,0,a dog is running
GaUQUBvMzRo,0,a white bird is moving through a hand
GbjEDJ2bE1w,0,White cat is walking a pathway
Gc64cQAbz8U,0,red car is riding in the front of the camera
Gc8PVFQXL68,0,second from top person in black is running 
Gc8PVFQXL68,1,man in yellow top walking past the bleachers
Gd6IxYMB_g0,0,black cat walking
Gd6IxYMB_g0,1,a black cat is jumping over the wall
Ge1lpefsIjQ,0,cat eating next to the window
GeGK63LPEUs,0,racing car running at first
GeGK63LPEUs,1,a white racing car in the middle of other cars appear to be following the lead 
GeGK63LPEUs,2,car with lights on the right turning round
GeGK63LPEUs,3,a car with flashing lights is driving in a race
GeGK63LPEUs,4,White car at the back running and making a turn
GeYmDOzoibk,0,car flipping over the road
GhazluWbG2E,0,a dark cat is jumping
Gje2vm6pe7U,0,a cat is jumping up a wall
GljOmmsscTc,0,woman in purple eating on the left
GljOmmsscTc,1,a man in pink shirt is eating oranges
GljOmmsscTc,2,a man in white shirt is walking
GljOmmsscTc,3,woman with short hair eating 
GnZSTkycovg,0,a white car on the middle is parked
GnZSTkycovg,1,the black dog is running with a ball in its mouth
GnZSTkycovg,2,football running with a dog
Go6b8Dp1SRo,0,bird flying in the sky
GpzTYsif-AQ,0,man crawling
Gs_ViAd-Cgg,0,bird running on the grass
Gs_ViAd-Cgg,1,man in green top walking to the bird
Gs_ViAd-Cgg,2,a guy in green uniform is watching a bird of a very different species
Gw2BqNilzWk,0,a colorful bird is climbing up the fence
GwMmqd07TnE,0,a boy is throwing a ball to the basket
GwMmqd07TnE,1,the ball is being thrown at a basketball hoop
GxcQTYlL6TQ,0,a bird is flying
GxcQTYlL6TQ,1,Bird flying just above the sea
GxfLe6LEvgI,0,a white dog is crawling
GyKu01tQVDY,0,baby climbing onto the chair
Gz-ZKY0b_60,0,bird wavy bird is climbing a cage
Gz_RjhHRJCw,0,a cat is running in the snow
H0MjkAHV1ww,0,a big dark dog on top is walking
H0MjkAHV1ww,1,a small black dog on top near a white dog is walking
H0MjkAHV1ww,2,yellow dog walking on the left
H0MjkAHV1ww,3,a small black dog is walking on the left with its friends
H0MjkAHV1ww,4,white brown dog is walking in the group of other dogs
H0MjkAHV1ww,5,the white dog is being walked
H0MjkAHV1ww,6,a small black dog is walking on the back
H0MjkAHV1ww,7,people walking in front of dogs
H1xN08TabmA,0,bowling ball rolling on the track
H1xN08TabmA,1,man throwing a bowling ball
H2UISW3DAe4,0,White dog is running on the beach
H5U20UJ8Das,0,a person is climbing up
H5f125Xw3qM,0,Hawk is eating a meat from the hand
H5kBccDMYGk,0,a white car is jumping a ramp
H7yKYHyJzzI,0,a black cat is following a small ball
H7yKYHyJzzI,1,toy ball rolling on the ground
H91Ko4qZDak,0,baby climbing couch
H9LAh0BoLKs,0,a dog is jumping up the tree
HACl-X-ls64,0,White fuzzy dog is eating from large bowl
HACl-X-ls64,1,man standing next to a dog
HAIns-56tz0,0,a white bird is running
HAIns-56tz0,1,woman in violet shirt standing on the right
HAIns-56tz0,2,a boy in blue shirt on the left
HAIns-56tz0,3,a man in blue jeans is walking
HAIns-56tz0,4,a man with dark short pant is standing on the right side
HBRi1Jw2yOU,0,the car is falling over
HIP4gc4gFmk,0,woman rolling
HKJVWivSU1o,0,green bird jumping
HKOevvmGUOQ,0,man in green shirt standing
HKOevvmGUOQ,1,man in yellow shirt jumping over a man
HKPVok8lZ_A,0,man in white shirt climbing a vertical rock
HMq1u0uJvvY,0,Child climbing the couch
HSovOOjv_l4,0,a dog is eating food
HT5imCmhiNc,0,a baby is rolling on the floor
HTF48777Ut8,0,parrot climbing along the rope
HUemh6JnlAs,0,topless man crawling
HUemh6JnlAs,1,the person with the bandana is rolling
HUemh6JnlAs,2,Man in clothes rolling under barbed wire
HVoVo6U4vyI,0,a man is rolling on the floor
HXOvj8hoFrk,0,a boy in red shirt is throwing a ball
HXOvj8hoFrk,1,a ball is flying on the air
HYGkFj8H2-w,0,white seagull is walking on the beach
HYGkFj8H2-w,1,the left duck is walking
H_P_VvKC8Ds,0,Black cat jumping to touch the toy on the door
H_mgXHAMDZI,0,a street cat is walking in a house
HcIFZXaoRM0,0,Boy throwing bowling ball
HcIFZXaoRM0,1,a red ball is rolling on the bowling floor
HcKdMlDkLY4,0,Red car rolling on the racing circuit
HcKdMlDkLY4,1,a girl in yellow shirt is standing on top of a tower
HcWsk_1Pmrs,0,a cat is rolling inside a house
Heu0t6i5hl0,0,a blue car is jumping from a ramp
Hghfe4Kn4BE,0,cat crawling on the grass
Hgn1YcqIJfM,0,parrot rolling on the floor
HgqbCq_sxmo,0,man eating
HhkxEBGCkS0,0,Dog is running out from the bird
HhkxEBGCkS0,1,bird is attacking a dog
Hi0mHrqQXpA,0,black dog crawling on the floor
HjdBI96tqM0,0,a baby is crawling on the stairs
HkeK97FO2EY,0,man dribbling with ball
HkeK97FO2EY,1,ball bouncing up and down
HlmH5qjMSIw,0,man running on the running track
Hly0vuXPG-M,0,dog jumping on the trampoline
HmeQW9pgU_A,0,the cat is eating food
HmlJjskzjuo,0,a person is standing and playing with a ball
HmlJjskzjuo,1,basketball bouncing up and down
HpSPv9nC7Zk,0,dog running in the snow
HrX0ohmu1zw,0,the person is hanging on a rock
Ht5p58DfAAQ,0,bird is lying on the cover
HtQsaxpHZXQ,0,a dark gray cat is climbing the wall
Hu6dj3nMeh0,0,the bird is flying
HvfEwS5Zkuw,0,dog walking with a woman
HvfEwS5Zkuw,1,girl walking with a dog
HwZ-OeZfWBg,0,a car black and white cat is rolling on the floor
Hxq4PvJzPDM,0,basketball holded by a player
Hxq4PvJzPDM,1,Guy in sports suit is dribbling a ball
HxsNvmFOYp0,0,a dog is eating and rolling
HybEER6jfKM,0,yellow bird climbing stairs
Hzt18V3Uaxc,0,a black cat is walking
HzyTD2uZ8jI,0,Man is red shirt standing on the small platform
HzyTD2uZ8jI,1,a man is jumping
HzyTD2uZ8jI,2,gray car is standing on the right
HzyTD2uZ8jI,3,black car parking in the back
HzyTD2uZ8jI,4,Gray car parked on the left side
I-_3e7urOMY,0,a dog is walking on the beach
I0MlLHTWCro,0,Woman in gray sports suit throwing a red ball
I0MlLHTWCro,1,a red ball is flying on the air
I0MlLHTWCro,2,a white ball is sitting on the right
I0MlLHTWCro,3,red ball is lying on the right
I0zfxFTYM48,0,mama duck walking in the middle
I0zfxFTYM48,1,baby duck is walking behind the mother duck on the beach
I0zfxFTYM48,2,forth duck from left is walking
I0zfxFTYM48,3,the third duck from the left is walking
I0zfxFTYM48,4,a bird second from the left is walking
I1t4Phi_wp0,0,a brown dog is running on the grass
I1t4Phi_wp0,1,the car is parked
I2JQaAH--Pc,0,baby climbing over the bed
I2zLVhDTOM0,0,a ball is flying toward basket
I2zLVhDTOM0,1,Short boy in the front throwing a ball
I2zLVhDTOM0,2,ball going through the net
I2zLVhDTOM0,3,Boy in white shirt and read pants shooting a basket ball
I2zLVhDTOM0,4,player standing under the basket
I475X25RznM,0,man kicking football
I475X25RznM,1,football flying into the goal
I475X25RznM,2,a shadow on the ground
I5TtiYKO9aI,0,bird flying over the water
I7IEBm8ZH7s,0,Big ball with black red white color bounce on the ground
IBU4_a7CKKs,0,man is playing bowling
IBU4_a7CKKs,1,the bowling ball is being propelled down the lane toward the pins
ICvrQsxxebk,0,woman in blue dress running with dog 
ICvrQsxxebk,1,the dog is participating in a dog show
ICvrQsxxebk,2,a woman in black uniform is watching
IDkhRWTzpvY,0,Baby rolling on the red cover
IEk2rRx5pnU,0,woman is standing behind the baby
IEk2rRx5pnU,1,bay in pink walking
IF1Nax1WKV4,0,a white parrot is climbing up a rope
IFLbZ0eJLgI,0,large car is jumping on the sand
IFLbZ0eJLgI,1,man walking next to the car
IFLbZ0eJLgI,2,the right man in black is standing behind the car
IGA-UkHT2bM,0,baby rolling on the floor
IJ17Iynidxg,0,bowling ball rolling on the track
IJ17Iynidxg,1,a person is throwing a bowling ball
IJ1MdN_CjMY,0,cat walking on the treadmill
IJ1MdN_CjMY,1,a person with black pant is walking in a treadmill
IKbAl2-eHsg,0,black cat walking on the grass
ILVffLPMXfk,0,man in black standing on left
ILVffLPMXfk,1,man in black rolling to the other man
IO3tK-N-H3o,0,man in white top standing in the hot air balloon
IO3tK-N-H3o,1,the basketball is being ejected from a hot air balloon
IRXk3uO1nU4,0,a yellow bird is playing
IRrbHQjE4LQ,0,the boy in a white shirt is taking a basketball shot
IRrbHQjE4LQ,1,a ball is flying
IRrbHQjE4LQ,2,boy in black shirt and white short pants dribbling
IRrbHQjE4LQ,3,boy in white shirt and black shorts walking on the far right
IRrbHQjE4LQ,4,The ball is held by the guy in the right corner
IS8FJkIvjFg,0,a cat is going down of a rope
ISQIIvpW16U,0,White dog crawling under the wooden fence
ITk_WcP-8xg,0,a white cat is following a dog
ITk_WcP-8xg,1,the dog is being chased by a cat
IV2ZHk9Rawk,0,cat jumping up and down
IWUrJD-Lnvw,0,woman in blue shirt is eating an icecream
IWUrJD-Lnvw,1,Woman in pink is feeding another woman
IXUu6PYTYR0,0,Baby in white outfit walking
IXUu6PYTYR0,1,baby walking
IZTF-wCA0gY,0,Woman is walking with her dog in the room
IZTF-wCA0gY,1,Dog with black white hair crawling on the ground
IZTF-wCA0gY,2,Dog sitting on the sofa
IbJIor9iMCo,0,white fuzzy dog is walking on the street
IbJIor9iMCo,1,Man walking with furry dog on the street
IbmGMeso1q8,0,man rolling on the lawn
IcVvkm3_JpA,0,bird on the left flying
IcVvkm3_JpA,1,a bird is sitting on the right
IcVvkm3_JpA,2,a bird standing on the corner 
IcowgRlM-hE,0,dog crawling on the lawn
IcowgRlM-hE,1,a man in blue shirt is walking backward
IdBqzJpqvdM,0,a green bowling ball is moving
IdXJYc4CpXA,0,Black car turning the corner
IhevPR2IhG0,0,a cat is climbing up a ladder
Ihrtnekv7Dk,0,Cat is climbing a ladder
IioHEr9cS-M,0,the white bird is flying
IjhZygCvgBY,0,tiger cat is eating watermelon
IkGA07rRY9Q,0, car is rolling on the air
IkcpZBuKNVg,0,white and red racing car running on the road
IkcpZBuKNVg,1,a green white racing car is is heading a red car on a race track 
IkdFT29tavo,0,a dog is rolling in a grass field
Il1xcPcaJt0,0,a cat is jumping on the right
Il1xcPcaJt0,1,Kitten sitting on the left
IlZqp4ElL6c,0,black cat climbing the wall
IlyMUOfW6Ko,0,the dog is running on some grass
IlyMUOfW6Ko,1,a yellow dog is standing on the grass field
Im6POzFxe7s,0,the cat is eating near the dog
Im6POzFxe7s,1,the dog is eating dog food
ImVQMf-RHv8,0,baby in blue top climbing onto the couch
InbIKT964iI,0,a man in red short pant is jumping up and down
InbIKT964iI,1,Woman is standing on the left
IpMN_NgXENw,0,dog rolling
IppaQSxbp_Y,0,the man in the blue shirt is just standing there
IppaQSxbp_Y,1,a man with light blue shirt is walking away the camera
IppaQSxbp_Y,2,a man is standing on the right side
IsvGg_a_2MQ,0,blue bird climbing 
It9RxNhbreY,0,a cat is eating food
IuSrK7YvpS4,0,a baby is rolling in his bed
IuVj1LvOkMc,0,Man is crawling on the floor
